x_c,Cp_upper,Cp_lower
1e-06,26.994755896597297,-77.72494686317182
0.0003953013863490784,-18.58031473948064,-23.846287322846045
0.0015805804926520839,-6.071693127665338,-8.70363818461519
0.003553963149013295,-3.629785491607285,-5.383258358052242
0.006312329031833319,-2.5779016896373044,-3.891790924792076
0.009851316597681903,-1.9821803085762841,-3.0320410280442944
0.014165329979794972,-1.5950070921447592,-2.468616523141491
0.01924754783628979,-1.3211976109157262,-2.0687138220112034
0.02508993413610866,-1.1159928366062983,-1.768764261033568
0.03168325086563606,-0.955471396685732,-1.5343966201139954
0.039017072635896655,-0.825660005915761,-1.345367659957015
0.04707980316723842,-0.7178450259893091,-1.1889737297173042
0.05585869362543405,-0.6263142740326288,-1.0568425994628323
0.06533986278020876,-0.5471732285474236,-0.9432381405149997
0.07550831895431803,-0.47768178599021693,-0.8441047816436495
0.08634798372847136,-0.4158621281192979,-0.7564999961448066
0.09784171736461761,-0.3602563148718704,-0.6782422820124553
0.10997134590739394,-0.3097706874611167,-0.6076846391315122
0.12271768992088494,-0.26357271549698735,-0.5435641324276355
0.13606059481525296,-0.2210206644529203,-0.4848992071091624
0.14997896271528732,-0.18161444332378918,-0.43091788973423273
0.16445078582048162,-0.14496049611614406,-0.3810065035317497
0.17945318120388998,-0.11074623359168449,-0.3346723356254903
0.19496242699473781,-0.07872108956255902,-0.2915159977827341
0.21095399988757585,-0.04868227055045071,-0.25121065438112755
0.22740261391866617,-0.020463893238215555,-0.21348620334206608
0.244282260448289,0.006071389462944707,-0.17811708945930138
0.261566249285747,0.031038903657287925,-0.14491282365946181
0.27922725089204403,0.054537059364788906,-0.11371054803692048
0.29723733959350307,0.07665136899567769,-0.08436916936391824
0.3155680377379961,0.09745761682010957,-0.056764711175400176
0.33419036072396613,0.1170243559428572,-0.03078662446590119
0.35307486283103956,0.1354148658983399,-0.006334861293482874
0.37219168377976264,0.15268867274068146,0.01668243800050359
0.391510595946841,0.16890271079779073,0.038350759384635294
0.41100105216122484,0.18411218861115253,0.05875062203727466
0.43063223400546596,0.19837120927569418,0.07795864952352828
0.45037310054596924,0.21173318622020593,0.09604836334198569
0.47019243741509004,0.22425108857069878,0.11309074644601688
0.49005890616746495,0.2359775450011469,0.12915461634508815
0.509941093832535,0.24696483095127403,0.14430684122671006
0.52980756258491,0.2572647609530259,0.15861242773133294
0.5496268994540309,0.26692850531483603,0.17213450520761797
0.5693677659945341,0.2760063483872309,0.18493422821229
0.5889989478387752,0.2845474039422191,0.19707061650227506
0.608489404053159,0.29259930174240206,0.20860034965001326
0.6278083162202375,0.3002078580809623,0.21957753158695226
0.6469251371689605,0.3074167418859652,0.23005343876312062
0.665809639276034,0.3142671468619318,0.24007626414134253
0.684431962262004,0.32079747906053213,0.24969086787877903
0.7027626604064969,0.32704306821109425,0.2589385442538373
0.720772749107956,0.333035910088341,0.2678568131509417
0.7384337507142531,0.33880444614220545,0.27647924320412903
0.7557177395517111,0.34437338556104125,0.284835312514948
0.7725973860813338,0.34976357388586565,0.29295031169652896
0.7890460001124242,0.35499191124307855,0.30084529285358014
0.8050375730052621,0.3600713222228477,0.30853706699069267
0.82054681879611,0.36501077840703816,0.3160382512531204
0.8355492141795184,0.3698153735531598,0.32335736635199036
0.8500210372847126,0.3744864504782487,0.3304989835169331
0.8639394051847471,0.37902177776882884,0.3374639193619505
0.8772823100791152,0.3834157735794448,0.3442494761531285
0.8900286540926061,0.3876597729827792,0.35084972413869464
0.9021582826353824,0.39174233460700175,0.35725582185006227
0.9136520162715287,0.3956495816502426,0.3634563696157535
0.924491681045682,0.39936557180468557,0.3694377909546718
0.9346601372197912,0.4028726901593873,0.3751847360363034
0.944141306374566,0.4061520587887967,0.3806805010199471
0.9529201968327616,0.409183956474533,0.3859074568141496
0.9609829273641034,0.41194824185553536,0.3908474806351685
0.9683167491343639,0.4144247732567047,0.39548238368973776
0.9749100658638914,0.4165938185075932,0.39979432836149337
0.9807524521637103,0.4184364482305885,0.403766228441976
0.985834670020205,0.4199349063466943,0.40738212621036973
0.9901486834023181,0.4210729519126135,0.4106275405271125
0.9936876709681668,0.42183616686182807,0.4134897805615935
0.9964460368509866,0.42221222476047093,0.41595822030897645
0.9984194195073479,0.42219111630697875,0.4180245296666671
0.9996046986136509,0.42176532798481403,0.4196828585190665
0.999999999,0.4208286442555466,0.4208253327261699
