x_c,Cp_upper,Cp_lower
1e-06,-278.70932055494757,244.8891932438979
0.0003953013863490784,-27.30713214585573,-0.9772692290287281
0.0015805804926520839,-11.504973079801475,1.6547522049477887
0.003553963149013295,-7.388030115998898,1.3793342162258813
0.006312329031833319,-5.441287292696723,1.128158883077134
0.009851316597681903,-4.296058910876885,0.9532446864631656
0.014165329979794972,-3.538564782587245,0.8294823723964138
0.01924754783628979,-2.9987610053810023,0.7388200500963842
0.02508993413610866,-2.5935142602814643,0.6703428618548855
0.03168325086563606,-2.277269064170567,0.6173570529707488
0.039017072635896655,-2.0229450237273925,0.5755932464788771
0.04707980316723842,-1.813428011222192,0.5422155074177821
0.05585869362543405,-1.6373731047406626,0.5152685224103539
0.06533986278020876,-1.4869660696064133,0.49335849023146705
0.07550831895431803,-1.3566530116782038,0.4754619665889591
0.08634798372847136,-1.242382044818473,0.46080729530907005
0.09784171736461761,-1.1411311168129044,0.4487987188900201
0.10997134590739394,-1.050603321373532,0.43896643697844506
0.12271768992088494,-0.9690241583014942,0.4309329263517463
0.13606059481525296,-0.8950029804946322,0.424389732786578
0.14997896271528732,-0.8274360603787835,0.41908117167343406
0.16445078582048162,-0.7654373517549785,0.41479268532304936
0.17945318120388998,-0.7082881114902385,0.4113423986787904
0.19496242699473781,-0.655399632998869,0.40857490810200636
0.21095399988757585,-0.6062852678872175,0.4063566512661665
0.22740261391866617,-0.5605391407863869,0.40457240973286573
0.244282260448289,-0.5178197639710677,0.4031226306401626
0.261566249285747,-0.47783729162593125,0.4019213449578174
0.27922725089204403,-0.44034351472831706,0.40089452228022965
0.29723733959350307,-0.40512394602173657,0.39997874577624287
0.3155680377379961,-0.37199151810720466,0.39912012187034396
0.33419036072396613,-0.34078154052957815,0.3982733615142137
0.35307486283103956,-0.31134764977793816,0.3974009861811756
0.37219168377976264,-0.28355854993671653,0.39647262376417264
0.391510595946841,-0.25729538847207994,0.395464368593697
0.41100105216122484,-0.23244964621855296,0.3943581866508363
0.43063223400546596,-0.20892144644734068,0.3931413523134887
0.45037310054596924,-0.18661820734148638,0.3918059070496147
0.47019243741509004,-0.1654535769727995,0.39034813365060994
0.49005890616746495,-0.14534660119140197,0.3887680420888917
0.509941093832535,-0.12622108358541523,0.3870688650374046
0.52980756258491,-0.10800510349277909,0.3852565626156856
0.5496268994540309,-0.0906306634272275,0.3833393371088626
0.5693677659945341,-0.07403344157084532,0.3813271593038593
0.5889989478387752,-0.05815262845169583,0.3792313087480244
0.608489404053159,-0.042930829766834405,0.37706393069510946
0.6278083162202375,-0.028314019679053504,0.37483761279099653
0.6469251371689605,-0.014251530924082684,0.3725649846901402
0.665809639276034,-0.0006960698003811716,0.37025834380256495
0.684431962262004,0.012396254358721048,0.36792931026748654
0.7027626604064969,0.025065894261835503,0.3655885140481202
0.720772749107956,0.03734983206959641,0.3632453167565928
0.7384337507142531,0.04928155577025409,0.36090757046063604
0.7557177395517111,0.060891050076762765,0.3585814153072293
0.7725973860813338,0.07220480638745647,0.3562711173341398
0.7890460001124242,0.08324585539180693,0.3539789473392987
0.8050375730052621,0.09403382499079246,0.3517051011515676
0.82054681879611,0.10458502533525839,0.34944766110484704
0.8355492141795184,0.11491256196545971,0.34720259797130704
0.8500210372847126,0.12502647726177174,0.34496381206835003
0.8639394051847471,0.1349339196930638,0.34272321172745535
0.8772823100791152,0.14463933967840037,0.340470826809982
0.8900286540926061,0.15414471026361318,0.338194954484036
0.9021582826353824,0.1634497702600058,0.33588233404470297
0.9136520162715287,0.17255228700244254,0.33351834717488793
0.924491681045682,0.1814483354614177,0.3310872397114869
0.9346601372197912,0.1901325900908536,0.32857236070627305
0.944141306374566,0.19859862551412413,0.3259564143583722
0.9529201968327616,0.2068392219452693,0.3232217202471858
0.9609829273641034,0.2148466711126508,0.32035047721448484
0.9683167491343639,0.2226130783980634,0.3173250262328978
0.9749100658638914,0.23013065692444595,0.3141281076549453
0.9807524521637103,0.23739200941932384,0.3107431083623861
0.985834670020205,0.24439039384487693,0.30715429452649945
0.9901486834023181,0.25111996901615596,0.30334702594366136
0.9936876709681668,0.2575760167238875,0.2993079482250601
0.9964460368509866,0.2637551372277461,0.2950251594852186
0.9984194195073479,0.269655415390436,0.29048834859199424
0.9996046986136509,0.2752765551702576,0.2856889024989955
0.999999999,0.28054304683713027,0.28055960448401407
